inspection_id,license_,violation_count,Management,Hygienic_Practices,Food_Preparation,Pests_Rodents,Utensils_Equipment,Physical_Facilities,Compliance,inspection_type,risk,results,aka_name,latitude,longitude,logistic_model_prediction,random_forest_prediction,binary_result
2303702,2683434,1,0,0,0,0,0,1,0,License,Risk 2 (Medium),Pass,STARBUCKS COFFEE #228,41.9179944,-87.65341562,1,1,1
2303721,2438111,18,3,2,2,0,3,5,0,Complaint,Risk 1 (High),Pass w/ Conditions,EL RANCHITO,41.96678036,-87.66690609,1,1,1
2303647,2671889,1,0,0,0,0,1,0,0,License Re-Inspection,Risk 3 (Low),Pass,TALARD THAI MARKET,41.9796551,-87.65981181,1,1,1
2303708,36690,0,0,0,0,0,0,0,0,Short Form Complaint,Risk 2 (Medium),Pass,LEAMINGTON FOODS,41.88016817,-87.76253909,1,1,1
2303693,2021084,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,PANADERIA AZUCAR,41.93915568,-87.71313963,0,0,3
2303645,2215633,1,0,0,0,0,0,1,0,License Re-Inspection,Risk 1 (High),Pass,THE BEVERLY CASTLE ACADEMY OF,41.70670933,-87.67081386,1,1,1
2303756,77262,5,0,1,3,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,NORTH AVENUE BEACH HOUSE,41.90962164,-87.62602012,1,1,1
2303713,1649503,10,2,2,1,1,1,2,1,Canvass,Risk 1 (High),Fail,LAS ISLAS MARIAS,41.9237502,-87.78988086,0,0,0
2303648,2683660,2,1,1,0,0,0,0,0,License,Risk 3 (Low),Pass w/ Conditions,ANGIE'S ITALIAN ICE,41.92446102,-87.73808139,1,1,1
2303658,2671063,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Pass,PRIME NOW LLC,41.90157162,-87.65229669,1,1,1
2303690,2570059,16,4,2,3,1,3,1,0,Complaint,Risk 2 (Medium),Fail,MICKY'S CHICKEN AND FISH,41.87666537,-87.63089036,0,0,0
2303685,27005,6,3,2,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,OLD JERUSALEM RESTAURANT,41.9080224,-87.6344678,1,1,1
2303677,2665230,2,0,1,0,1,0,0,0,License,Risk 3 (Low),Pass w/ Conditions,MIDWEST COAST BREWING COMPANY,41.88568902,-87.68069273,0,0,1
2303688,2564393,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,THE SLAB BAR-B-QUE LLC,41.76633894,-87.57792917,1,1,1
2303683,2363903,3,1,0,0,0,1,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,MARRIOTT CHICAGO MEDICAL DISTRICT,41.87343457,-87.66643368,1,1,1
2303703,2359404,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,SUBWAY,41.94170177,-87.72789069,0,0,3
2303646,1898430,8,3,1,0,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,OASIS CAFE,41.88256707,-87.62607878,1,1,1
2303719,2283942,11,2,1,0,0,3,4,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,SAFA MARKET,41.99764734,-87.68826118,1,1,1
2303692,2608716,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,HOME RUN INN,41.83691323,-87.7314113,0,0,3
2303705,2008835,17,4,3,1,0,1,7,0,Canvass,Risk 1 (High),Fail,HIGH DIVE,41.89603793,-87.67606494,1,1,0
2303698,2153034,12,3,3,2,0,2,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,KFC,41.94536662,-87.74718922,1,1,1
2303659,2616836,3,0,1,0,0,1,1,0,Canvass,Risk 2 (Medium),Pass,THE AVONDALE COFFEE CLUB,41.93907999,-87.69765351,1,1,1
2303716,2138148,23,4,2,4,0,3,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,JELLY FISH,41.90104237,-87.62749015,1,0,1
2303691,2677974,2,2,0,0,0,0,0,0,License Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,LA MICHOACANA BELMONT,41.93915568,-87.71313963,1,1,1
2303664,2470418,23,2,2,2,2,4,2,0,Complaint,Risk 1 (High),Fail,1492 CUBAN FUSION INC,41.91015015,-87.69271466,0,0,0
2303720,2677831,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,MOLLY'S CUPCAKES,41.86775147,-87.62597953,0,0,3
2303717,2488598,18,3,3,1,0,6,3,0,Canvass,Risk 1 (High),Fail,WASABI RAMEN,41.91952161,-87.69158716,1,0,0
2303656,2124427,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,ALIBABA RETRO,41.97587298,-87.80690681,0,0,3
2303654,2470443,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,MARIANO'S,41.82398325,-87.61685389,1,1,1
2303679,2354915,1,0,0,0,0,1,0,0,Canvass,Risk 2 (Medium),Pass,DUNKIN DONUTS/BASKIN ROBBINS,41.97921691,-87.80683816,1,1,1
2303663,2626543,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Pass,BARRACO'S PIZZA,41.69169287,-87.6994685,1,1,1
2303727,1958864,13,4,4,2,0,1,1,0,Complaint,Risk 2 (Medium),Fail,THE NEW 400,42.00493638,-87.66101365,1,0,0
2303644,2298795,3,1,1,0,0,1,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,PRAIRIELAND MONTESSORI,41.94137903,-87.67091167,1,1,1
2303711,39851,11,1,1,2,0,3,2,1,Complaint,Risk 1 (High),Fail,BROWNSTONE TAVERN & GRILL,41.95338993,-87.67805669,0,0,0
2303660,2215992,4,0,0,0,0,0,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,HELEN LUCY CHILD CARE,41.98703323,-87.78938143,1,1,1
2303684,2424089,3,0,1,1,0,0,1,0,Canvass,Risk 1 (High),Pass,SAPORI NAPOLETANI,41.99113674,-87.79721443,1,1,1
2303694,2452439,2,0,0,0,0,0,1,1,Complaint,Risk 1 (High),Fail,FIRESIDE TAVERN AND GRILL,41.98623081,-87.67454136,1,1,0
2303652,2665239,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,WHISPERS,41.90090767,-87.6240265,0,0,3
2303650,2665240,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,WHISPERS,41.90090767,-87.6240265,0,0,3
2303675,2677379,0,0,0,0,0,0,0,0,License,Risk 1 (High),Pass,"KIDZ CAN COOK,INC",42.01178507,-87.80832301,1,1,1
2303673,2543316,5,0,0,0,2,1,2,0,License,Risk 1 (High),Fail,KREATIVE KIDZ ACADEMY VI INC.,41.79421094,-87.6597868,0,0,0
2303701,2152343,12,0,2,2,0,2,5,0,Canvass,Risk 1 (High),Fail,SPOON THAI CUISINE,41.96517023,-87.68894969,1,0,0
2303707,2102660,2,0,0,0,0,1,1,0,Canvass,Risk 1 (High),Pass,ST  SAVA  SCHOOL,41.98304467,-87.82800415,1,1,1
2303661,2198324,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,AFC SUSHI @ WALGREENS,41.91060814,-87.67757728,0,0,3
2303630,2589927,3,1,0,0,0,0,2,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,LE SUD,41.94301518,-87.68578694,1,1,1
2303615,2578703,2,1,0,0,0,0,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,LONDONHOUSE HOTEL,41.88809629,-87.62517728,1,1,1
2303627,2109986,5,1,1,0,0,2,1,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,POPEYE'S CHICKEN & BISCUITS,41.75593516,-87.65373224,1,1,1
2303626,2534921,2,0,1,0,0,0,1,0,License,Risk 2 (Medium),Pass w/ Conditions,MISERICORDIA BAKERY/MISERICORDIA HEARTS AND FLOUR,41.9955792,-87.67587688,1,1,1
2303602,2215572,4,0,0,0,0,2,2,0,License Re-Inspection,Risk 1 (High),Pass,FAIRYLAND NURSERY SCHOOL,41.96005115,-87.7541504,1,1,1
2303605,2560167,6,4,0,0,0,0,2,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,TACOTLAN,41.92449956,-87.73465293,1,1,1
2303638,18365,2,0,0,0,0,0,2,0,Canvass,Risk 1 (High),Pass,HABILITATIVE SYSTEMS INC,41.87453184,-87.74247246,1,1,1
2303597,2204252,3,0,0,0,0,1,2,0,Canvass,Risk 1 (High),Pass,BALMORAL HOME,41.97952633,-87.68168538,1,1,1
2303633,2492444,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,NEXT/STORE,41.91018164,-87.68996513,0,0,3
2303621,2363260,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 2 (Medium),Pass,AMC THEATRES GALEWOOD 14,41.91515826,-87.76446913,1,1,1
2303595,2354772,2,0,1,0,0,1,0,0,Complaint Re-Inspection,Risk 1 (High),Pass w/ Conditions,EL TACONAZO JR.,41.92450769,-87.73398033,1,1,1
2303603,2683374,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,STARBUCKS COFFEE,41.95255659,-87.64950023,0,0,3
2303612,2560978,7,0,1,0,1,1,4,0,Complaint Re-Inspection,Risk 3 (Low),Fail,FAMILY DOLLAR #32004,41.75100452,-87.62787737,1,1,0
2303596,2354949,2,0,1,0,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,ALPHA LEARNING CENTER,41.7404079,-87.67304766,1,1,1
2303608,2069431,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,Popeyes Chicken And Biscuits,41.96950931,-87.76233991,1,1,1
2303598,18578,6,0,1,0,1,0,4,0,Canvass Re-Inspection,Risk 3 (Low),Pass w/ Conditions,WALGREENS #1298,41.90665738,-87.67187112,1,1,1
2303607,1772290,3,0,1,0,0,1,1,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,DUNKIN DONUTS,41.93849348,-87.78119683,1,1,1
2303594,2216862,2,0,0,0,0,0,2,0,Canvass,Risk 1 (High),Pass,CARE-A-LOT E.L.C. II,41.98212217,-87.77380816,1,1,1
2303591,1909350,5,1,1,0,0,0,2,1,Canvass,Risk 1 (High),Pass w/ Conditions,SUBWAY SANDWICHES,41.88317183,-87.6521331,1,1,1
2303606,2677133,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 1 (High),Pass,POPPIES DOUGH OUTLET,41.83029607,-87.69005861,1,1,1
2303640,2683701,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,HANABUSA CAFE,41.88196533,-87.62679322,0,0,3
2303629,73985,7,1,1,1,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,HONG KONG RESTAURANT,41.79358358,-87.69364941,1,1,1
2303614,18271,8,1,1,2,1,1,1,0,Recent Inspection,Risk 1 (High),Pass w/ Conditions,PIEZANO'S,41.80824905,-87.68938122,0,1,1
2303600,2664787,3,0,1,1,0,0,1,0,License,Risk 2 (Medium),Fail,FOODA,41.89603605,-87.62413103,1,0,0
2303616,1479950,6,2,0,0,0,3,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,LUCKY'S SANDWICH COMPANY,41.94532486,-87.65517564,1,1,1
2303611,2916086,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,MANN PARK,41.65905937,-87.54940208,1,1,1
2303634,15125,6,0,0,0,1,1,3,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,THE BREAKERS AT EDGEWATER,41.97913504,-87.65490971,1,1,1
2303609,0,17,2,2,3,1,4,4,0,Complaint,Risk 2 (Medium),Fail,BODY FACTORY NUTRITION,41.80145909,-87.66241035,0,0,0
2303592,2374636,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,SUBWAY,41.87392528,-87.6308034,1,1,1
2303590,1243021,1,0,0,0,0,1,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,LA QUEBRADA,41.80089564,-87.69414412,1,1,1
2303642,2288846,18,4,1,2,1,2,6,0,Canvass,Risk 1 (High),Fail,SAKAE,41.93528683,-87.64707247,0,0,0
2303623,2163665,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,EL HEFE SUPER MACHO TAQUERIA,41.8899462,-87.62858931,1,1,1
2303617,2578698,2,1,0,0,0,0,0,0,Complaint,Risk 1 (High),Pass w/ Conditions,LONDONHOUSE HOTEL,41.88809629,-87.62517728,1,1,1
2303610,2511248,16,5,1,1,1,4,3,0,Canvass,Risk 1 (High),Fail,FAIRGROUNDS,41.91079266,-87.67833061,0,0,0
2303620,2583488,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass,CARMEN NAVA,41.85905848,-87.71741663,1,1,1
2303604,8600,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,WALDO COONEY'S PIZZA,41.8011536,-87.69074071,1,1,1
2303593,1197306,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,MONTY GAELS TAVERN & GRILL,41.96123477,-87.68397223,1,1,1
2303639,2492444,8,3,2,1,0,1,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,BULERIAS NORTH AVENUE,41.91018164,-87.68996513,1,1,1
2303576,2202944,3,1,1,1,0,0,0,0,Canvass Re-Inspection,Risk 2 (Medium),Pass w/ Conditions,Dunkin Donut,41.90302881,-87.68019724,1,1,1
2303541,2163282,6,1,0,2,0,2,0,0,Canvass,Risk 1 (High),Pass w/ Conditions,HELLO FOOD,41.89658519,-87.64299618,1,1,1
2303511,49081,4,0,0,0,0,2,2,0,Canvass Re-Inspection,Risk 1 (High),Pass,Jacqueline Vaughn Occupational(H/S),41.96035141,-87.76462602,1,1,1
2303510,1069820,12,1,3,1,1,4,2,0,Complaint,Risk 1 (High),Fail,PETTERINO'S BANQUET/  DO RITE DONUTS,41.8845918,-87.62979798,0,0,0
2303565,1516927,4,0,1,0,0,1,2,0,Complaint,Risk 1 (High),Pass w/ Conditions,DERICE ASIAN CUSINE,41.80968242,-87.60316574,1,1,1
2303572,1822716,5,2,1,1,0,0,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,POLLO CAMPERO,41.9691923,-87.72820341,1,1,1
2303588,70402,10,0,0,2,0,3,5,0,Canvass,Risk 1 (High),Pass,THE GREAT CHICAGO FOOD & BEVERAGE COMPANY,41.99728718,-87.70887208,1,1,1
2303582,2432389,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,TAURUS RESTAURANT,41.95381775,-87.74821679,0,0,3
2303539,2319925,2,1,0,1,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,GEORGIOS PIZZA,41.90382384,-87.62916036,1,1,1
2303553,2617464,1,1,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,JIMMY'S BEST,41.78120437,-87.66411328,1,1,1
2303564,2404416,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,RYO SUSHI,41.88220237,-87.62559929,1,1,1
2303522,64722,7,0,2,1,0,1,2,1,Complaint,Risk 2 (Medium),Fail,DUNKIN DONUTS/BASKIN ROBBINS,41.99609842,-87.78687691,0,0,0
2303759,2374443,12,3,1,2,0,3,3,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,PENUMBRA RESTAURANT AND WINE BAR,41.92456524,-87.71098503,1,1,1
2303563,1192909,1,0,0,0,0,1,0,0,Complaint,Risk 1 (High),Pass,JEWEL FOOD STORE #3501,41.94318737,-87.68830202,1,1,1
2303571,2600445,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,CONCORDIA DAY,41.94786241,-87.73847143,1,1,1
2303529,2298574,11,5,2,1,0,0,3,0,Complaint,Risk 1 (High),Fail,HABANERO BAJA GRILL,41.88197705,-87.63887584,1,0,0
2303526,2670764,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Pass,JOHN + PAT ANDERSON'S CAFE,41.83692177,-87.62878938,1,1,1
2303569,2084407,6,1,0,0,0,0,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,AL'S BEEF,41.94437298,-87.65434805,1,1,1
2303584,2298199,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,SUBWAY,41.90329197,-87.67776252,0,0,3
2303537,1800376,10,3,2,1,0,2,1,0,Canvass,Risk 1 (High),Pass w/ Conditions,LALICH DELICATESSEN,41.9682906,-87.73337283,1,1,1
2303548,2379836,1,0,0,0,0,0,1,0,License,Risk 1 (High),Pass,KIDZ CREATIVE CONCEPTS LEARNING CENTER,41.78027238,-87.60765897,1,1,1
2303530,2215969,1,1,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,BETEUR 1 CHILDCARE,41.76568914,-87.64427943,1,1,1
2303536,2621282,0,0,0,0,0,0,0,0,Canvass Re-Inspection,Risk 1 (High),Pass,CMM FOOD SERVICES INC.,41.87761166,-87.67422787,1,1,1
2303561,2563425,11,1,3,3,0,1,0,2,Complaint,Risk 1 (High),Fail,TACO MAYA,41.87148773,-87.62736964,0,0,0
2303534,2683321,0,0,0,0,0,0,0,0,License,Risk 1 (High),Not Ready,JUST SALAD,41.88807428,-87.6349552,0,0,3
2303550,2641454,4,2,1,0,0,0,1,0,License,Risk 1 (High),Pass w/ Conditions,TASTE BUDS,42.01418398,-87.69037835,1,1,1
2303528,2205081,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,COVENANT HOME OF CHICAGO,41.97594046,-87.69736445,1,1,1
2303545,1445472,10,0,2,0,1,2,5,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,7-ELEVEN,41.97612112,-87.68930732,0,1,1
2303524,2664615,0,0,0,0,0,0,0,0,License,Risk 1 (High),Fail,ODA MEDITERRANEAN CUISINE,41.98497217,-87.66892851,1,1,0
2303575,10947,7,0,0,1,0,2,2,1,Complaint,Risk 1 (High),Fail,FAIRPLAY FOODS,41.6916792,-87.67977917,0,0,0
2303515,2658415,2,1,0,0,0,0,0,1,Canvass,Risk 1 (High),Fail,ODA MEDITERRANEAN CUISINE,41.98497217,-87.66892851,1,0,0
2303525,2397760,0,0,0,0,0,0,0,0,Canvass,Risk 2 (Medium),Pass,STARBUCKS,41.90482953,-87.63466105,1,1,1
2303566,2042872,6,3,1,0,0,0,2,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,GALAPAGOS CAFE,41.96840336,-87.72320711,1,1,1
2303523,2129846,10,2,0,0,0,3,4,1,Complaint,Risk 1 (High),Fail,CARNICERIA GUANAJUATO,41.93122555,-87.77763469,0,0,0
2303533,41243,0,0,0,0,0,0,0,0,Canvass,Risk 3 (Low),No Entry,COCONUTZ,41.90382236,-87.62924445,0,0,3
2303520,2307762,8,0,1,4,0,2,1,0,Complaint,Risk 3 (Low),Pass w/ Conditions,bp,41.96905248,-87.64978868,1,1,1
2303570,2398224,4,3,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,MILO'S PITA,41.99347585,-87.66022731,1,1,1
2303585,2488190,7,1,1,0,0,1,4,0,Canvass,Risk 1 (High),Pass w/ Conditions,CHOP SUEY KITCHEN,41.88020509,-87.75958649,1,1,1
2303549,46817,11,1,3,0,1,2,3,1,Canvass,Risk 1 (High),Pass w/ Conditions,ZEUS GYROS INC,41.8780521,-87.64756642,0,1,1
2303573,3846,2,0,0,1,0,0,1,0,Canvass,Risk 1 (High),Pass,BOB-O-RINO'S,41.94330397,-87.7665198,1,1,1
2303509,2442846,1,0,0,0,0,0,1,0,License,Risk 1 (High),Pass,KIDZ CREATIVE CONCEPTS LEARNING CENTER,41.78042654,-87.61128929,1,1,1
2303516,2671284,3,1,1,1,0,0,0,0,License,Risk 1 (High),Pass w/ Conditions,GUIDEPOST MONTESSORI AT WEST LOOP,41.88317183,-87.6521331,1,1,1
2303560,83345,11,0,2,2,1,1,4,1,Canvass,Risk 1 (High),Fail,MILLENNIUM KNICKERBOCKER HOTEL-NIX,41.89991467,-87.62305951,0,0,0
2303574,2578279,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,PATRON MEXICAN GRILL,41.8804472,-87.75775505,0,0,3
2303542,1798522,0,0,0,0,0,0,0,0,Complaint Re-Inspection,Risk 1 (High),Pass,POPEYES CHICKEN,41.76136856,-87.68329738,1,1,1
2303562,2670820,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Fail,SENOR PAN CAFE,41.92440234,-87.74231826,1,1,0
2303583,2588770,12,4,1,1,1,3,1,1,Short Form Complaint,Risk 1 (High),Fail,CAFE TOLA I,41.94749614,-87.66417318,0,0,0
2303547,2437716,5,1,1,0,0,0,3,0,Canvass,Risk 1 (High),Pass,CUTIE PIE'S KITCHEN,41.75256556,-87.64377758,1,1,1
2303519,18779,12,0,2,3,0,4,3,0,Canvass,Risk 1 (High),Pass w/ Conditions,The Original Pancake House,41.90168208,-87.62744193,1,1,1
2303518,2261715,0,0,0,0,0,0,0,0,Canvass,Risk 3 (Low),Out of Business,BRENDAN'S PUB,41.93971362,-87.64424228,0,0,3
2303567,2560129,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass,RYO SUSHI,41.88220237,-87.62559929,1,1,1
2303512,1271831,3,1,0,0,0,0,1,0,Complaint,Risk 1 (High),Pass w/ Conditions,PITCHFORK FOOD & SALOON,41.95406688,-87.70175255,1,1,1
2303531,2432907,12,3,2,2,1,0,4,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,CAFETERIA MARCELA'S,41.92453325,-87.71386844,1,1,1
2255213,2637315,2,1,1,0,0,0,0,0,License,Risk 3 (Low),Pass w/ Conditions,THE GIANT PENNY WHISTLE,41.85651812,-87.66247969,1,1,1
2303540,2671764,3,0,1,0,0,0,2,0,License,Risk 3 (Low),Pass,BOTTLESUP!,41.93956151,-87.64453139,1,1,1
2303558,2659113,5,0,0,1,0,1,1,1,Canvass,Risk 1 (High),Fail,SENOR PAN CAFE,41.92440234,-87.74231826,1,0,0
2303546,2636596,8,1,0,1,0,1,4,0,Complaint,Risk 2 (Medium),Pass w/ Conditions,HAROLD'S THE FRIED WING KING,41.96549905,-87.65824707,1,1,1
2303581,14627,6,2,1,0,0,0,1,0,Complaint,Risk 1 (High),Fail,TOPO GIGIO RISTORANTE,41.90963782,-87.63480941,1,0,0
2303527,2615751,10,1,2,4,0,0,3,0,License Re-Inspection,Risk 2 (Medium),Fail,LET'S EAT THAI,41.85045102,-87.65879786,1,0,0
2303513,2215899,1,0,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass,NEW CITY DAYCARE INC.,41.80162621,-87.65026589,1,1,1
2303532,2326923,0,0,0,0,0,0,0,0,Canvass,Risk 3 (Low),Out of Business,WINEHOUSE,41.93956151,-87.64453139,0,0,3
2303557,2621534,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),No Entry,TIME MACHINE JUICE CO,41.88664925,-87.67766943,0,0,3
2303587,2536548,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,FRUNCHROOM,41.95414263,-87.7487505,0,0,3
2303589,2569252,20,1,1,3,1,2,6,0,Canvass,Risk 1 (High),Fail,BIG TONYS,41.92479105,-87.71042044,0,0,0
2303578,2464567,2,0,1,0,0,0,1,0,Canvass,Risk 2 (Medium),Pass w/ Conditions,DOMINO'S,41.88107056,-87.68523086,1,1,1
2303535,2397858,1,0,0,0,1,0,0,0,License,Risk 2 (Medium),Pass,HOT DOG FIEND,41.85045102,-87.65879786,0,1,1
2303552,2641455,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Pass w/ Conditions,TASTE BUDS,42.01418398,-87.69037835,1,1,1
2303514,2664549,0,0,0,0,0,0,0,0,License,Risk 3 (Low),Not Ready,MUSE SPIRITS,41.93971362,-87.64424228,0,0,3
2303559,2216104,2,0,0,0,0,0,2,0,License,Risk 1 (High),Pass,GREAT EXPECTATIONS LEARNING ACADEMY,41.86689419,-87.69605988,1,1,1
2303543,2677729,1,1,0,0,0,0,0,0,License,Risk 1 (High),Pass w/ Conditions,REEF KITCHENS,41.8839051,-87.70605925,1,1,1
2303555,1380,12,0,3,2,0,4,3,0,Complaint,Risk 1 (High),Pass w/ Conditions,JEWEL FOOD STORE #3455,41.96139778,-87.65459297,1,1,1
2303556,2283297,21,2,4,0,0,7,4,0,Canvass,Risk 1 (High),Fail,EL HABANERO,41.92478563,-87.7108253,1,0,0
2303551,1382022,9,1,2,2,0,1,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,MOBIL/MICHOACANA,41.9680545,-87.73505227,1,1,1
2303580,2309205,3,0,0,0,0,0,1,2,Complaint Re-Inspection,Risk 1 (High),Fail,FIG & OLIVE,41.90089862,-87.62579854,0,0,0
2303544,32111,8,3,1,1,0,1,2,0,Canvass,Risk 1 (High),Pass w/ Conditions,BURGUNDY RESTAURANT,41.95294851,-87.77670734,1,1,1
2303472,2627213,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass w/ Conditions,PILOT PROJECT,41.91999335,-87.69282669,1,1,1
2303476,2219945,6,3,0,1,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,LA FOGATA,41.77345339,-87.70315683,1,1,1
2303503,2431697,4,0,0,0,0,0,4,0,Complaint,Risk 1 (High),Pass,POTBELLY SANDWICH WORKS,41.79725466,-87.5874093,1,1,1
2303478,2529837,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,PRET A MANGER,41.87853128,-87.63942746,0,0,3
2303469,2652768,0,0,0,0,0,0,0,0,License Re-Inspection,Risk 3 (Low),Pass w/ Conditions,PILOT PROJECT,41.91999335,-87.69282669,1,1,1
2303459,2560978,9,0,2,1,1,1,4,0,Complaint,Risk 3 (Low),Fail,FAMILY DOLLAR #32004,41.75100452,-87.62787737,0,0,0
2303461,2133766,4,1,1,0,0,1,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,WINGS & FINS,41.75870609,-87.58143892,1,1,1
2303457,2517790,7,1,0,2,1,3,0,0,Complaint,Risk 2 (Medium),Fail,STARBUCKS COFFEE,41.94848085,-87.65737226,0,0,0
2303479,2529837,2,1,0,0,0,0,0,0,Complaint,Risk 1 (High),Pass w/ Conditions,PRET A MANGER,41.87853128,-87.63942746,1,1,1
2303504,2670630,9,1,2,3,0,2,1,0,License,Risk 1 (High),Fail,FRESH MARKET ON JEFFERY,41.72085348,-87.57517214,0,0,0
2303463,2293205,3,2,0,0,0,0,1,0,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,ITALIAN EXPRESS,41.9976569,-87.68775624,1,1,1
2303495,15125,7,0,0,0,1,1,3,1,Canvass Re-Inspection,Risk 1 (High),Fail,THE BREAKERS AT EDGEWATER,41.97913504,-87.65490971,0,0,0
2303493,2215572,5,0,1,0,0,2,2,0,License,Risk 1 (High),Fail,FAIRYLAND NURSERY SCHOOL,41.96005115,-87.7541504,1,0,0
2303458,2658033,0,0,0,0,0,0,0,0,Canvass,Risk 1 (High),Out of Business,CHINELAS,41.88342264,-87.62802165,0,0,3
2303487,1379731,13,3,2,2,0,1,3,0,Canvass,Risk 1 (High),Fail,BELLA NOTTE,41.89114149,-87.66195668,1,0,0
2303473,2483564,4,1,1,0,0,1,0,1,Canvass,Risk 1 (High),Fail,MOD PIZZA,41.94800766,-87.68814777,1,1,0
2303507,2683526,3,2,1,0,0,0,0,0,License,Risk 2 (Medium),Pass w/ Conditions,BURGER KING,41.87791415,-87.6414054,1,1,1
2303477,2683434,0,0,0,0,0,0,0,0,License,Risk 2 (Medium),Not Ready,STARBUCKS COFFEE #228,41.9179944,-87.65341562,0,0,3
