license_,aka_name,latitude,longitude,avg_violations,times_inspected,binary_results,model_prediction,logistic_model_prediction
2671546,T AND H FOOD MART,41.90938613,-87.75623831,1,1,1,0,0
1493442,CITGO,41.85187306,-87.70538678,6,1,1,0,0
2632312,EGG-O-HOLIC,41.89626551,-87.64896193,9,1,1,0,0
2437168,LIPS RESTAURANT,41.85201901,-87.62363505,0,1,1,0,0
2152972,Poncitlan Jalisco,41.9317404,-87.73919085,7.5,2,2,0,0
2578419,JOE & THE JUICE,41.88964703,-87.63416926,3,1,1,0,0
17464,TAO,41.89335935,-87.62984515,4,1,1,1,1
1444965,POP'S PLACE FRIED RICE,41.89474837,-87.76489253,6,1,1,1,1
1717263,"FIREHOUSE OF DAN RYAN, INC.",41.73637382,-87.62723156,6.5,2,2,0,0
2589067,PALETERIA Y NEVERIA DELICIAS TROPICALES,41.85212642,-87.67174259,6,1,1,0,0
2437167,LIPS RESTAURANT,41.85201901,-87.62363505,4,1,1,1,1
2653129,NOURISH,,,1,1,1,0,0
2172454,ANN SATHER'S CAFE,41.9438097,-87.64495107,3,2,1,0,0
2304340,MC DONALDS,41.75621188,-87.63213054,3,2,1,0,0
2501132,ABUNDANCE BAKERY,41.80918129,-87.62256913,14.66666667,3,2,1,1
30737,THE GRAFTON PUB & GRILL,41.96395323,-87.68566333,16,1,1,0,0
50289,PHILIPPINE PLAZA/UNI-MART ONE STOP SHOPPING,41.98830305,-87.66966749,0,1,1,0,0
2464566,DOMINO'S,41.90376545,-87.63307247,4.333333333,3,1,0,0
2252854,HASHBROWN'S,41.90359014,-87.63432276,6.333333333,3,1,1,1
35999,TIERRA CALIENTE,41.81969676,-87.69533211,12,1,1,0,0
42172,ICEBOX/SOUPBOX,41.93619126,-87.64411926,5.5,2,1,0,0
2588932,SALERNO'S PIZZA / WHISKEY HILL BREWING & PIZZA B,42.01927236,-87.672407,7.5,4,1,0,0
12532,JOLLY INN RESTAURANT,41.95276473,-87.78907688,5.5,2,1,0,0
1245171,WINDY CITY HOT DOGS INC,41.77848614,-87.72788606,5,1,1,1,1
2196203,THAI THAI RESTAURANT,41.95230871,-87.71734716,6,1,1,0,0
2162354,THREE DOTS AND A DASH,41.89020779,-87.63094084,0,1,1,0,0
2428107,MCDONALD'S,41.73675993,-87.5888417,3.5,4,1,1,1
30270,THE SKY - LINE CLUB,41.88700442,-87.62439466,7,1,1,0,0
2288887,FESTA PIZZERIA,41.9245199,-87.71484031,9,3,1,0,0
2423549,CAFE  RAFAELO,41.98407993,-87.69649182,6,1,1,0,0
2657927,TACONAZO EL ORIGINAL #1,41.90994655,-87.72995037,7.5,6,1,0,0
2483886,LOU MALNATI'S PIZZERIA,41.77492299,-87.74232096,5,2,2,0,0
2653040,CHICAGO WINGZ AROUND THE WORLD,41.81644707,-87.62317587,2.666666667,3,1,0,0
2658250,DOLLAR TREE,41.89539633,-87.71149518,0,1,1,1,1
37337,MY FAIR LADY,41.93130131,-87.7722616,6,1,1,0,0
2601599,green leaf thai cuisine,41.96650114,-87.68898735,9.666666667,3,1,1,1
66285,THE LASALLE FOUNDATION,41.90243868,-87.63427774,6,1,1,0,0
2271468,LA STRADA CAFE,41.91821651,-87.6970748,10.5,2,1,0,0
2134004,AB FOOD AND LIQUOR,41.75159251,-87.55304011,3.5,2,1,1,1
1545884,SHARKS,41.75111814,-87.62130733,3,2,1,1,1
2621319,LA AMISTAD,41.96159491,-87.67666387,11.5,2,2,0,0
2263820,SUN WAH BAR-B-Q,41.97385029,-87.65965358,13.5,2,2,0,0
2642320,FARMERS PRIDE PRODUCE,41.89563205,-87.68698687,5,2,1,0,0
2506880,JIEYI SUSHI,41.90311912,-87.66633653,10,2,2,0,0
2559977,SU TAQUERIA THALY'S,41.938341,-87.77635805,5.5,2,2,0,0
2671438,WILD ONION CHICAGO,41.89101874,-87.67171201,3,2,1,0,0
1766467,IL GIARDINO DEL DOLCE,41.93237026,-87.80640217,5,3,1,1,1
2264047,JAYMAY RESTAURANT,41.80122255,-87.68674543,9,1,1,0,0
2623068,KREATIVE KIDS ACADEMY VII INC.,41.74675496,-87.65315691,0,1,1,1,1
2309244,STUDIO MOVIE GRILL,41.73621796,-87.62931044,4,4,2,0,0
2549577,CHINA HUT,41.96853043,-87.68692173,19.5,2,2,0,0
2404837,LOCAL FOODS,41.9142878,-87.66281791,7,1,1,0,0
1927149,NEW NAAN ON DEVON & GRILL,41.99767716,-87.68659941,16,1,1,0,0
2125190,SUBWAY,41.95344677,-87.73558802,4,2,2,0,0
1592606,CAFE UTJEHA,41.97918308,-87.69281718,5,1,1,0,0
2671672,SWEET DREAMS FROZEN YOGURT,41.83089084,-87.6272382,4,2,2,0,0
19834,A V ANTHONY'S,41.7785584,-87.74064393,13,1,1,0,0
1680019,MC DONALDS,41.96816125,-87.72537704,5,1,1,0,0
2129814,OLIVE MEDITERRANEAN GRILL,41.91072929,-87.65315262,9,2,2,2,1
1766467,IL GIARDINO DEL DOLCE,41.93237026,-87.80640217,5,3,2,0,0
1445845,THE PARK GRILL,41.88238074,-87.62422863,9,1,1,1,1
2313773,CHINESE KITCHEN AND SUSHI,41.83827011,-87.63746078,4.666666667,3,1,0,0
2004043,CAFE CON LECHE & D' NOCHE,41.93039231,-87.70980518,15.66666667,3,2,0,0
2574541,NEW YORK DELI,41.93545292,-87.64686342,13,1,1,1,1
2216033,Wee Read Day Care Academy,41.8803397,-87.76592873,3,2,2,0,0
2542896,DECOLORES RESTAURANT,41.85918261,-87.64682982,3,1,1,0,0
2215810,LITTLE HANDS LEARNING CENTER,41.69189742,-87.67985621,9,1,2,1,1
2350120,TWINKLING STARS PRESCHOOL LLC,41.93966045,-87.68013461,2,1,1,0,0
2542175,XIAO MEI XING RESTAURANT,41.84486165,-87.64629214,8,1,1,0,0
2608385,THE CORNED BEEF FACTORY SANDWICH SHOP,41.88568,-87.65290135,5,1,1,0,0
2602078,BIG SHARKS,41.75715636,-87.55840891,8,1,1,0,0
2594572,LITTLE VIETNAM RESTAURANT,41.98374414,-87.65940409,7,1,1,1,1
2086,MARISCOS LA DIABLA,41.7786963,-87.72871397,16,1,1,0,0
2516510,YOLK,41.88862849,-87.62818981,9,1,1,0,0
2247144,ORIGINAL MAXWELL STREET GRILL,41.87370412,-87.70086462,7,1,2,0,0
2671170,A&J FOOD MART,41.89488833,-87.74595067,5,1,1,0,0
2196728,THE GODDESS AND GROCER,41.91197123,-87.67735194,19.5,2,2,0,0
2279520,TAQUERIA Y TORTILLERIA ATOTONILCO,41.85873595,-87.66023238,7,2,1,0,0
2574484,WENTWORTH SEAFOOD HOUSE,41.85202315,-87.63184844,0,1,1,0,0
2137180,SEASHELL RESTAURANT,41.7673282,-87.66400243,11.5,2,2,2,2
2363299,BIG 4'S CHOP SUEY,41.79355997,-87.80143106,3.5,2,2,0,0
2048650,LICKITY SPLIT FROZEN CUSTARD & SWEETS,41.99257145,-87.6604939,5,1,1,0,0
2283731,FISH MARKET INC.,41.70737498,-87.61694603,7,1,1,0,0
2563429,THE QUARRY EVENT CENTER/GEODE RESTAURANT,41.75888652,-87.56565795,6.333333333,3,1,0,0
2523540,TACO MAX,41.95399669,-87.7193732,4.333333333,3,2,0,0
1768391,ROSELAND SLF ASSOCIATES LP,41.70389075,-87.62077116,0,1,1,0,0
2483760,TAQUERIA 4 HERMANOS,41.79378362,-87.69477733,13,1,1,1,1
2299483,BIG AL'S RESTAURANT,41.79620977,-87.70348643,4,1,1,1,1
2642322,FARMERS PRIDE PRODUCE,41.89563205,-87.68698687,0,2,1,0,0
2204189,GLEN ELSTON NURSNG & REHAB CTR,41.96027148,-87.72955212,8.5,2,1,0,0
2065274,CHICAGO HEALTH-MAPLE STREET,41.90198255,-87.6292631,6,1,1,0,0
2602082,ACAPULCO  BAKERY #2,41.77793845,-87.77328912,0,1,1,0,0
2229492,AU BON PAIN,41.8949033,-87.62074373,3,5,2,0,0
2529757,Rizzo's Bar & Inn,41.94868252,-87.65787955,11,2,1,0,0
2446154,URBANBELLY WICKER PARK,41.90942674,-87.67758328,8.5,2,1,0,0
2589736,LAKE VIEW MARKET,41.86868543,-87.62426227,0,2,1,0,0
52889,KINDRED CHICAGO-LAKESHORE,41.99326388,-87.65563353,0,1,1,1,1
2670294,KALIFLOWER,41.88754294,-87.624407,0.5,2,1,0,0
31190,LOTTIE'S PUB,41.91585488,-87.67621791,5,1,1,0,0
2232034,KOFE  (T5/M-8/DEPARTURE/POST SECURITY,42.0085364,-87.91442844,9,2,2,0,0
1844846,7-ELEVEN #33920A,41.69168075,-87.70051617,3,2,1,0,0
26164,S & C ELECTRIC COMPANY,42.00174202,-87.67841912,13.5,2,2,0,0
1817131,NIU,41.89113974,-87.61880637,12.5,2,2,0,0
1272426,SUBWAY,41.93704235,-87.64814829,4,1,1,0,0
2163554,BUB CITY,41.89020779,-87.63094084,2.5,2,1,0,0
28851,CENTRAL GYROS,41.93758152,-87.76631489,2,1,1,0,0
2663833,87TH STREET JERK,41.73586034,-87.66601509,7,2,1,0,0
2657796,BARRACO'S PIZZA,41.69169287,-87.6994685,6.25,4,2,0,0
1594211,JUBILEE JUICE AND GRILL,41.88427569,-87.64757923,13,1,1,0,0
2523554,TACO BELL CANTINA,41.89245291,-87.62249083,3,2,1,0,0
2671823,JUST SALADS ILLINOIS CENTER LLC,41.88807943,-87.62404737,0,1,1,0,0
1794,"THREE SONS RESTAURANT, INC.",41.79394205,-87.77463321,12,1,1,0,0
31294,"FOOD LIFE/LETTUCE OFF PREM, CA",41.89774086,-87.62396132,6.5,2,1,0,0
1301893,SUSHI,41.89635199,-87.65669038,9.5,2,1,0,0
2565082,THE BANDIT,41.88427123,-87.64900872,1,2,1,0,0
22641,SARAH & LEE'S CAFE & CATERING,41.89474835,-87.76505696,3,2,1,0,0
2670988,MEDITERRANEAN EXPRESS CAFE,41.93983529,-87.65180999,4,1,1,0,0
2397504,WHISKEY BUSINESS,41.90676609,-87.67158921,4,3,1,1,1
2589016,RICE THAI CAFE,42.00488092,-87.66101071,3.5,2,1,0,0
2048647,EXPRESS GRILL INC.,41.85817766,-87.64679834,5,1,1,0,0
2405947,WENDY'S #001110,41.79702025,-87.7531835,2,2,1,1,1
40543,IRISH AMERICAN HERITAGE CENTER,41.96524258,-87.74411673,9,2,1,0,0
2600464,LA HUARACHITA,41.94162587,-87.7282299,9,1,1,0,0
1598225,ACE BAKERY,41.83506479,-87.64605849,7,2,1,0,0
2617551,ROTHSCHILD LIQUORS,41.88091056,-87.70191164,1,2,1,0,0
2358636,KANELA BREAKFAST CLUB,41.90742473,-87.67307367,7,2,1,1,1
2464565,DOMINO'S,41.84412236,-87.72602914,3,1,1,0,0
164,POTASH BROS. SUPERMARKET,41.91011794,-87.63149089,3.666666667,3,1,0,0
55247,320 RIVER BAR,41.88807038,-87.62969226,7,1,1,0,0
2215841,CONCORDIA PLACE,41.94114062,-87.70414879,2,1,1,0,0
1648074,"SUPERMERCADO SANCHEZ, INC.",41.7864962,-87.69475632,5.666666667,3,1,0,0
1382280,SWIG,41.9086895,-87.67460456,2.333333333,3,1,0,0
2664897,,41.90383105,-87.62874005,0,1,1,0,0
2452511,KITE STRING CANTINA,41.94678888,-87.67594703,4.5,2,2,0,0
2646656,BISTRO ASCIONE,41.79531041,-87.58917028,6.5,2,1,0,0
55254,EMPLOYEES CAFETERIA,41.88807038,-87.62969226,1,1,1,0,0
1518594,PATSY'S PLACE,41.93321848,-87.65942137,6,1,1,0,0
1802063,BUFFALO WINGS AND RINGS,41.8317244,-87.64627639,8.5,2,1,0,0
2589733,LAKE VIEW MARKET,41.86868543,-87.62426227,6.5,2,1,0,0
1678622,POTBELLY SANDWICH WORKS # 114,41.96685269,-87.6873091,6,1,1,0,0
1574635,JIMMY JOHN'S,41.95256564,-87.8112743,4,1,1,0,0
2458705,WRIGLEYVILLE ROOFTOP,41.94912463,-87.65612434,5.666666667,3,1,1,1
2489026,POPEYE'S CHICKEN,41.83533622,-87.66583086,5,2,2,0,0
2432534,EDDY'S FOOD MART,41.85357266,-87.71725429,2.666666667,3,2,0,0
1330081,SUBWAY SANDWICH STORE,41.99767708,-87.69924898,2,3,2,0,0
2646657,BISTRO ASCIONE,41.79531041,-87.58917028,0,2,1,0,0
21803,HARCZAK SAUSAGES,41.9802893,-87.80369016,5,1,1,1,1
2313695,JIMMY BUFFET'S MARGARITAVILLE BAR & GRILL,41.89224916,-87.60951805,13.33333333,3,1,0,0
2536786,CALIFORNIA SUB & FAST FOOD,41.86661768,-87.69612803,7.333333333,3,2,0,0
2328466,CEMITAS PUEBLA,41.88668169,-87.64826444,5.5,2,1,0,0
55255,BANQUET,41.88807038,-87.62969226,8.5,2,2,0,0
2418678,POTBELLY SANDWICH SHOP,41.95348915,-87.7323202,7,1,1,0,0
49379,ETHIOPIAN DIAMOND RESTAURANT,41.99294413,-87.66050488,2,2,2,2,1
2451522,DUNKIN DONUTS,42.00780441,-87.66584784,9,3,2,1,2
2349338,BROBAGEL,41.91039495,-87.67633341,8.5,2,1,0,0
2363817,SUPERMERCADO MARTINEZ,41.81530069,-87.7020416,7.666666667,3,1,0,0
2464566,DOMINO'S,41.90376545,-87.63307247,4.333333333,3,2,0,0
2411850,ASAHI ROLL & NOODLES,42.00568707,-87.66080018,5,2,1,0,0
2252854,HASHBROWN'S,41.90359014,-87.63432276,6.333333333,3,2,0,0
2398535,NEIGHBOR 1 FOOD MART,42.00781354,-87.66515829,8.333333333,3,2,0,0
2543495,FRESH ZABIHA HALAL SUPER MARKET,41.99771932,-87.69680986,9,1,1,0,0
2665283,312 CHICAGO STYLE FOOD,41.79799187,-87.72344374,0.5,2,1,0,0
2523216,MARISCOS ESTILLO NAYARIT,41.80829789,-87.69983243,17,1,1,0,0
2447025,LOU MALNATIS PIZZERIA,41.95340615,-87.73214376,4,1,1,0,0
2569858,DOMINO'S PIZZA,41.79392295,-87.80144211,3,1,1,0,0
1473375,HOME RUN INN PIZZA,41.79361451,-87.77530251,6.5,2,1,0,0
2303910,BODEGA SUR,41.95045847,-87.66396416,14,1,2,0,0
2314756,OSAMA FOOD,41.86409878,-87.71550172,7,1,1,0,0
2483647,Capriotti's,41.8853537,-87.62641329,5,1,1,0,0
1237,ITALIAN VILLAGE / VIVERE,41.8805919,-87.63044233,8,2,1,1,1
21565,ARDEN RESTAURANT,41.7805799,-87.70303419,10,2,2,2,1
2215796,THE CHILDREN'S CENTER,41.74845026,-87.68295412,1,1,1,0,0
2543230,La PILLUELITA  DE MICHOACAN,41.77900604,-87.70779462,6,2,1,0,0
2646658,BISTRO ASCIONE,41.79531041,-87.58917028,0,2,1,0,0
2215979,"BEST START/ERA THOMPSON, INC.",41.71414656,-87.65716544,5.5,2,2,1,1
2510871,TAQUERIA LA PAZ,41.91695551,-87.75306178,6.5,2,2,0,0
16310,VALENTINA RESTAURANT,41.7786219,-87.73530382,16.5,2,2,2,2
2349184,"TURKISH CAFE RESTAURANT, INC,",41.96845371,-87.69470467,5,2,1,0,0
1272252,WING YIP RESTAURANT,41.8452841,-87.64149538,10,2,2,0,0
2601943,THE OLD PLANK,41.93019094,-87.70947505,8,1,1,1,1
2600358,69 LOOMIS FOOD MARKET,41.7689977,-87.65892932,10,1,1,0,0
2551263,"NARY'S GRILL & PIZZA ,INC.",41.81656276,-87.70044782,7,1,1,1,1
25368,HELLAS PASTRY SHOP,41.96845195,-87.69495943,9.5,2,1,0,0
34244,BRIOCHE DOREE/T2 F-17,42.0085364,-87.91442844,2,1,1,0,0
2013448,MIDWAY SUB,41.79221475,-87.78277753,7,1,1,0,0
2642322,FARMERS PRIDE PRODUCE,41.89563205,-87.68698687,0,2,2,0,0
2505968,THE FRONT ROOM/BACK DOOR SALOON,41.88448745,-87.64919116,2,3,1,0,0
2543141,GORILLA SUSHI LOGAN SQUARE,41.93096909,-87.71028632,19.5,2,1,0,0
2069161,NICKS PIT STOP #2,41.96843555,-87.72040254,7,1,1,0,0
1678035,WHOLE FOODS,41.99049477,-87.74847741,7,1,1,0,0
2589733,LAKE VIEW MARKET,41.86868543,-87.62426227,6.5,2,2,0,0
2359124,HAPPY CHINESE KITCHEN,41.85297383,-87.62389568,4,1,1,0,0
28486,WHITE CASTLE #49,41.69267124,-87.64253262,3,1,1,0,0
2363607,CHRISTIAN L-E-G EARLY LEARNING CENTER,41.81678223,-87.61463974,2.333333333,3,1,0,0
1273271,CHURCH'S CHICKEN # 982,41.7510225,-87.62698029,1.666666667,3,1,0,0
2652739,HAPPY CAMPER,41.94493958,-87.65486419,0,1,1,0,0
2293432,RPM STEAK,41.88932859,-87.63054785,4,1,1,0,0
2658648,THE PURPLE PIG,41.89071448,-87.62426987,0,1,1,0,0
2129398,PANERA BREAD,41.88216417,-87.62451427,1.5,2,1,0,0
2658647,THE PURPLE PIG,41.89071448,-87.62426987,2,1,1,1,1
2564739,BAWARCHI ON DEVON,41.99803107,-87.68760323,3.333333333,3,2,0,0
2569616,MCDONALD'S,41.77522009,-87.58643663,2,2,1,0,0
0,SUBWAY,41.96850626,-87.68833806,5.083333333,24,2,0,0
2437220,DUNKIN DONUTS/BASKIN ROBBINS,41.68424993,-87.6419809,3,1,1,0,0
1908804,NORMAN'S BISTRO,41.81676172,-87.60178732,4,2,1,2,1
1943508,GORDITAS LA TIA,41.77755028,-87.78226492,6,1,1,0,0
2528557,CAMPBELL'S JERK,41.73662153,-87.61393435,5.666666667,3,2,2,2
2379245,SEE THRU CHINESE KITCHEN #21,41.88023863,-87.75700197,7,1,1,1,1
2215926,SUNNYSIDE CENTER,41.96333911,-87.67768911,1,1,1,1,1
2477291,"GRAND CHINESE KITCHEN, CHICAGO",41.73637382,-87.62723156,7.666666667,3,1,0,0
1496245,CHICAGO'S COMMUNITY KITCHENS,41.81643747,-87.72631748,4,1,1,0,0
2308713,"SU NUEVA CASA DEL GALLO BRAVO, INC.",41.96842385,-87.72135178,20,2,2,0,0
2271471,MARIANO'S,41.85962968,-87.6301249,6,3,1,0,0
2418878,LA MORENITA MICHOACANA,41.78593047,-87.73411586,9,1,1,0,0
83069,SAMMYS COUNTRY KITCHEN,41.79285676,-87.76157025,7,1,1,0,0
2574932,DUNKIN DONUTS,42.00862563,-87.67402715,7,1,1,0,0
2129312,CHAI ASIAN BISTRO,41.99001131,-87.74792953,14,1,1,0,0
1766467,IL GIARDINO DEL DOLCE,41.93237026,-87.80640217,5,3,2,0,0
2405204,BE LEAF,41.88270035,-87.63663756,3.5,2,1,0,0
2569224,POKE BURRITO,41.95967221,-87.68246202,3,2,1,0,0
2120388,RPM ITALIAN,41.89093553,-87.62997109,4,1,1,0,0
1979829,El Gran Burrito Express,41.86590627,-87.72500867,9,1,1,0,0
2417985,RAYMONDS TACOS # 3,41.92469427,-87.71859338,11.33333333,3,1,0,0
2368733,BURGER KING #207,41.84260253,-87.70512781,3,1,1,0,0
2560546,UNITED EMPLOYEE CAFETERIA (T1-C MID LEVEL),42.0085364,-87.91442844,3,2,1,0,0
2109272,CHIPOTLE MEXICAN GRILL,41.93270303,-87.66825941,0,1,1,0,0
2589736,LAKE VIEW MARKET,41.86868543,-87.62426227,0,2,2,0,0
2517587,L & B KITCHEN,41.88017546,-87.76196224,6.666666667,3,2,0,0
2418304,SAFARI LOUNGE AND ETHIOPIAN CUISINE,42.01219415,-87.67471606,6,2,1,0,0
2177841,JOE'S GRILL,41.80130139,-87.65520167,8,1,1,0,0
2652735,HAPPY CAMPER,41.94493958,-87.65486419,0,1,1,0,0
2600842,NY KIDS CLUB,41.93143397,-87.6569235,2,1,1,0,0
1383391,MCDONALD'S,41.96276792,-87.83684033,0,1,1,0,0
0,ASSUMPTION BVM CHURCH,41.84722223,-87.69545911,5.083333333,24,1,0,0
52447,NOVA PIZZA,41.78629925,-87.72282653,5,1,1,0,0
2616946,TEATRO ZINZANNI,41.88459286,-87.62908952,3,1,1,0,0
2368161,BAD HUNTER,41.88451431,-87.64758485,2,1,1,1,1
2642320,FARMERS PRIDE PRODUCE,41.89563205,-87.68698687,5,2,2,0,0
2348754,WHOLE FOODS MARKET,41.99118175,-87.66015508,1.5,2,2,0,0
2378918,LUELLA'S SOUTHERN KITCHEN LLC,41.96521836,-87.68615654,7,1,1,0,0
1489003,STARBUCKS COFFEE #2949,41.90904012,-87.80262196,4,1,1,0,0
2215647,RAVENSWOOD MANOR CHILD CARE,41.96135957,-87.69834212,0,1,1,0,0
1275113,Eurest Dining Services @ Quaker Oats,41.88044791,-87.64183898,5,1,1,0,0
2523554,TACO BELL CANTINA,41.89245291,-87.62249083,3,2,2,0,0
2288887,FESTA PIZZERIA,41.9245199,-87.71484031,9,3,2,0,0
2616947,TEATRO ZINZANNI,41.88459286,-87.62908952,0,1,1,0,0
43114,GASLIGHT CLUB (HILTON O'HARE LOBBY),,,8,1,1,0,0
2216024,JOYFUL BEGINNINGS INC.,41.75035275,-87.67220246,4,1,1,0,0
2215803,LAWNDALE COMMUNITY DAY CARE,41.85701592,-87.71776985,4,1,1,0,0
1840958,EL SOLAZO,41.79134942,-87.72325532,4,3,1,0,0
1593783,PALETERIA COCKTAILS TROPICALES,41.81561616,-87.70198943,3,1,1,0,0
2309017,KOLATEK'S BAKERY & DELI,41.92482333,-87.80613435,3,2,1,0,0
2646916,THE BAD APPLE,41.95956999,-87.68272231,0.75,4,1,0,0
2565082,THE BANDIT,41.88427123,-87.64900872,1,2,2,0,0
30442,RESTAURANT PUEBLA,41.93003994,-87.70922789,17.5,2,1,0,0
2550509,INFUSE COFFEE AND TEA,41.88874104,-87.63708054,4,1,1,0,0
2289672,A SAFE HAVEN FOUNDATION,41.86662512,-87.69551481,4,1,1,0,0
2129489,DUNKIN DONUTS,41.69167416,-87.70115136,4,3,1,1,1
2522839,LITTLE LEADERS OF TOMORROS,41.88569604,-87.771829,2,1,1,1,1
1903215,"FLACO'S TACOS, LLC",41.87285167,-87.62900326,4,1,1,0,0
2652736,HAPPY CAMPER,41.94493958,-87.65486419,4.5,2,1,0,0
2037284,QUIOTE / TODOS SANTOS,41.92648029,-87.69760793,20.33333333,3,2,0,0
2483679,FURIOUS SPOON,41.85801089,-87.65972203,3,1,1,0,0
1980425,SUBWAY,41.94559899,-87.76659924,2,2,1,0,0
2664914,SAN MIGUEL RESTAURANT COMIDA AUTENTICA MEXICANA,41.77876997,-87.72256328,6,1,1,0,0
2157477,ROYAL THAI CUISINE,41.96126856,-87.6842228,4,1,1,0,0
2575074,DUNKIN DONUTS/BASKIN ROBBINS,41.97552942,-87.65999238,3.2,5,1,0,0
74790,DUNKIN DONUTS / BASKIN ROBBINS,41.96811179,-87.72986788,2.666666667,3,2,0,0
2646656,BISTRO ASCIONE,41.79531041,-87.58917028,6.5,2,2,0,0
2269750,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,41.92372832,-87.79277661,5,2,1,1,1
1172336,THREE D'S JERK CHICKEN,41.9093526,-87.75879995,7.666666667,3,1,1,1
2646658,BISTRO ASCIONE,41.79531041,-87.58917028,0,2,2,0,0
2506091,GIVE ME SUGAH,41.76641008,-87.5699794,8,1,1,0,0
1271535,7-ELEVEN,41.79300803,-87.73264552,7,1,1,0,0
1893935,TWISTED TAPAS,42.00565706,-87.66037856,7.333333333,3,1,0,0
1332913,MCDONALD'S,41.84420224,-87.70488699,3,1,1,0,0
2334226,C/O ST ANTHONY HOSPITAL,41.85540289,-87.69870754,4,2,1,0,0
2664997,MAYA'S NAYARIT,41.92449645,-87.73488884,4,2,1,0,0
2646657,BISTRO ASCIONE,41.79531041,-87.58917028,0,2,2,0,0
2437640,CANTON REGIO,41.85793794,-87.66425364,11.5,2,1,2,1
2496522,HOTEL EMC2,41.89348297,-87.62193059,9,2,1,0,0
2670542,YOLI'S ICE CREAM & COFFEE SHOP,41.78994535,-87.68407712,2,1,1,0,0
1716822,RAINBOW BEACH SUB SHOP,41.75844105,-87.55980371,10,1,1,1,1
2146563,BANG BANG,41.91898681,-87.69709568,12,1,1,0,0
39705,TATTLER POST #973 AMER. LEGION,41.96115263,-87.68853134,1.5,2,1,0,0
27393,DS FAJITA FACTORY,41.94499695,-87.6492695,1,1,1,0,0
2601599,green leaf thai cuisine,41.96650114,-87.68898735,9.666666667,3,1,1,1
2405183,MAYFAIR RESTAURANT,41.96799701,-87.7403112,19,1,1,1,1
2492552,ALONTI CATERING,41.81369435,-87.70378008,6,1,1,0,0
10949,FAIRPLAY FINER FOODS INC,41.80962977,-87.64570757,1,2,1,0,0
2564673,TEMPESTA MARKET,41.89114238,-87.6618779,9,2,1,0,0
2578644,Logan Eats,41.91729424,-87.70654529,15.5,2,1,0,0
2664943,KRISPY KRUNCHY,41.81639583,-87.62641289,1.666666667,3,1,0,0
2271468,LA STRADA CAFE,41.91821651,-87.6970748,10.5,2,1,0,0
2500795,CHINA GOURMET,42.01146046,-87.67459345,6.5,2,2,0,0
1954184,DUNKIN DONUTS,41.95421068,-87.6501483,9,3,2,0,0
2670766,GOOD N PLENTY,41.74448286,-87.55637342,7.5,2,1,0,0
2368813,BURGER KING #17392,41.84855902,-87.72453224,5,1,1,0,0
2397687,THE GODDESS AND GROCER,41.90268671,-87.62828448,3.5,2,1,1,1
2595590,JIMMY JOHN'S,41.896392,-87.64088719,2,1,1,0,0
2658202,DDANDAVIS FOOD MART,41.76637162,-87.57407709,5,4,1,0,0
30853,THE ARK,41.99906695,-87.69983577,1,1,1,0,0
2404980,BANG BANG,41.91915178,-87.69739506,9,1,1,0,0
2570198,SLURP SLURP,41.851541,-87.63183606,3,1,1,0,0
54687,MCDONALD'S,41.90988087,-87.7351582,0,1,1,0,0
2670631,WINDY CITY POULTRY,41.85212405,-87.67189487,4,1,1,0,0
2670301,2451 MART,41.92660677,-87.65017306,6,1,1,1,1
2548768,ART OF PIZZA ON STATE STREET,41.87243923,-87.62739752,3,2,1,2,1
1122833,CAFE SUSHI-WELLS,41.90692621,-87.63472978,3,2,1,0,0
1913919,EL CAMPESTRE RESTAURANT,41.81669825,-87.70022697,5,1,1,0,0
2065459,DOLLAR TREE,41.81013815,-87.66486727,8.5,2,1,0,0
28482,WHITE CASTLE,41.76824397,-87.6831938,5.5,2,1,1,1
2658602,"DIRTY ROOT, INC",41.88423207,-87.65125633,1,2,1,0,0
2215828,LITTLE LEADERS OF TOMORROW,41.88706805,-87.75500577,1,1,1,0,0
40565,GOLDEN NUGGET,41.95401766,-87.70946165,3,1,1,0,0
2308668,TONY'S FINER FOODS,41.9768951,-87.69227967,11.5,2,1,0,0
2600801,SWEET PEPPER VENEZUELAN FOOD BAR,41.96867904,-87.6940301,8,2,1,0,0
2179843,JOJI GYROS,41.75188332,-87.56299536,7,1,1,0,0
2216004,LITTLE LEADERS OF TOMORROW DAY CARE CENTER,41.88710295,-87.7656836,4,1,1,0,0
2670438,ART OF PIZZA ON STATE,41.87243923,-87.62739752,3,2,1,1,1
1991945,QDOBA,41.88323718,-87.63255558,7.5,2,1,0,0
2641275,RIB PALACE,41.88710618,-87.76543552,5,2,2,0,0
1070144,EDENS FAST FOOD,41.99121509,-87.74817971,14,1,1,0,0
2646922,DUNKIN DONUTS/BASKIN ROBBINS,41.97552942,-87.65999238,1,2,1,0,0
2464526,UNITED CLUB (T2/F9),42.0085364,-87.91442844,2.5,2,1,1,1
2652918,FARMER'S BEST MARKET,41.9237818,-87.78625367,0,1,1,0,0
2574451,TRAILER PARK QUEEN,41.91040567,-87.67558657,2,1,1,0,0
2671259,CHINA CHEF,41.85093939,-87.63212018,2,1,1,0,0
2496722,KREATIVE KIDZ ACADENY IV,41.74978006,-87.71557025,2,1,1,0,0
2137310,JOE'S BAR,41.90989553,-87.65277244,4.5,2,1,0,0
2636699,PICNIC WINE & PROVISIONS,42.01404113,-87.66397091,6.5,2,1,0,0
